,nmId,text,rating,mood
3391,223412892,"Я ожидала,конечно, что он будет крутым, но чтобы настолько. Рекомендую!",5,2
3392,223413339,"Отличный вентилятор! Добротный, прищепка надёжная, крутится - вертится во все стороны, работает в трёх режимах) К лету, однозначно, готова! Огромное спасибо продавцу! Всем советую к покупке",5,2
3393,223413339,"Классный вентилятор, компактный, маленький, легко крепится. Со своей функцией справляется на ура!",5,2
3394,223413339,"Миниатюрный вентилятор. Попробовала его в машине, вставила в зарядник для телефона. На тумбочке тоже хорошо, если не хочется кондюк включать. Рекомендую",5,2
3395,223412892,"Хорошая, качественная сборка(крепление и провод для зарядки были приятным бонусом)
Отлично охлаждает. Не дал растаять в этой удачной жаре 
Но пришлось отдать мужу. Ему на работу нужнее. 
Чувствую, придется и второй заказывать 😁",5,2
3396,223413339,"Хороший вентилятор, для работы идеально пойдет, компактный. Докупить аккумулятор и можно путешествовать с ним)",5,2
3397,223413339,"Отличный вентилятор.  Брала папе в машину, так как не выдерживает жару. Он оценил. Советую к покупке",5,2
3398,223413339,"Вентилятор понравился. Он надежно крепится к столу, у него компактный размер и 3 режима работы. Не шумный, что самое главное.",5,2
3399,223412892,"Вентилятор отличного качества,на лето отличный вариант. Муж в восторге. Работает без проводов, что очень радует. Мощный. Спасибо",5,2
3400,223413339,"Замечательный вентилятор, очень хорошо подходит для рабочего места. Мало шума, 3 скорости обдува. Работает как от батарейки, так и от провода c USB (входит в комплект)",5,2
3401,223412892,Освижает как надо лучшая покупка перед наступлением жары спровляется со своими обязанностями на все 100,5,2
3402,223413339,Пришел сломанный,1,0
3403,223413339,"Поиобрела вентилятор для кухни, отлично справляется, не шумный. Удобно, что можно прицепить куда угодно. Пришел в целости",5,2
3404,223413339,"Три режима скорости, не шумный, можно просто поставить на стол, можно прикрепить зажимом. Всё отлично, именно такой и хотела, покупкой довольна.",5,2
3405,223413339,"Заказала для машины , кондиционера в машине нету , а ехать нужно было в дальнюю дорогу , очень выручил , теперь езжу с ним и радуюсь , качесво цены соответвует 🔥 спасибо продавцу",5,2
3406,223412892,"Хороший вентилятор,заряжается от usb кабеля,запаха нету ,тихий",5,2
3407,223412892,"Как же мне не хватало этого мини-вентилятора. Много места не занимает, симпатичный. Летом дома жарко очень, солнечная сторона, надеюсь немного поможет.",5,2
3408,223412892,"Стильно выгдядит и качесвенно слелан. Есть 3 режима мощности. Думаю, летом буду им спасаться. Покупкой довольна",5,2
3409,223412892,"Отличный вентилятор,качественный пластик,3 режима мощности",5,2
3410,223413339,Дует шикарно. Подставка кривая,4,2
3411,223413339,"Незаменимая вещь, особенно в офисе, конда кому то холодно, а кому то дует от кондиционера. Спасает личный маленький вентилятор на стол",5,2
3412,223413339,"Вентилятор понравился! 3 режима, обдувает отлично, не громкий, фиксируется надежно и модно повернуть как угодно. Искала что-то компактное для работы, осталась очень довольна!",5,2
3413,223413339,"Вентилятор понравился! Крепкий, компактный и удобный. Покупкой довольна!",5,2
3414,223413339,"работает как от сети, так и от батареек. пришел целый, в комплекте был провод USB, охлаждает отлично на всех трех режимах",5,2
3415,223413339,"Вентилятор работает исправно , понравилось то , что можно закрепить куда угодно , заряжается от usb , продавца рекомендую 👍",5,2
3416,223412892,"Удобный и  вентилятор, очень удобно, без проводов, покупала на работу: работает бесшумно",5,2
3417,223413339,"Купила, на работу, капец как спасает  в жару, холодной воздух даёт,  маленький но мощный.",5,2
3418,223413339,"Хороший вентилятор, мощный, крепление надёжное. Спасение в летний период. Можно использовать даже в машине.",5,2
3419,223413339,"Пришел быстро, маленький, компактный,  для рабочего места самое подходящий размер, работает от сети и батареек, бесшумный",5,2
3420,223413339,"Работает тихо, 3 скорости, шнур микро usb. Можно использовать от сети, повербанка, прикуривателя, ноутбука. Есть возможность поставить аккумулятор 🔋",5,2
3421,223413339,"Отличный малыш, спасает на работе. Шустрый, 3 скорости 👍",5,2
3422,223413339,"Вентилятор очень удобный, портативный- без провода, можно крепить где необходимо. Работает отлично. Не шумит. Покупкой довольна)",5,2
3423,223413339,"Отличный вентилятор! Дует хорошо, три режима скорости, но на первой уже достаточно охлаждает!",5,2
3424,223413339,"Вентилятор просто пушка,на прищепке само то что нужно, хорошо обдувает и поворачивать можно в любую сторону",5,2
3425,223413339,Очень качественый и хороший вентилятор со своей задачей справляется на ура рекомендую к покупке !!!,5,2
3426,223413339,Велилепный вентилятор- спасает ситуацию! Жаль что шнур очень короткий,5,2
3427,223413339,"Пришел хорошо упакованный. Крепится надёжно и свою функцию выполняет. Большой плюс, что нет ощущения дешевого пластика",5,2
3428,223413339,Пришёл целый. Для своих размеров очень мощный. Компактный. Советую к покупке,5,2
3429,223413339,"Брала сыну для работы, очень доволен! Отличное удобное крепление, несколько режимов работы, супер!",5,2
3430,223413339,"Вентилятор классный, удобный, компактный, качественный и красивый 😊",5,2
3431,223413339,"Вентилятор компактный, работать может как от сети, так и от батарейки, есть несколько режимов",5,2
3432,223413339,"Супер , на работе жара , личный спаситель )",5,2
3433,223413339,"Прикольный вентилятор, качественно сделан , очень удобно. Покупкой однозначно довольна",5,2
3434,223413339,"Очень симпатичный вентилятор. Не шумит, работает хорошо. Для жаркой погоды самое то",5,2
3435,223413339,"Спасибо большое за вентилятор, дует далеко, сильно, отлично🔥

Есть 3 режима.

Мой старший брат хотел вентилятор, потому что очень жарко в комнате, открывал дверь, чтобы совсем не зажариться.

Итог: с вентилятором он мёрзнет😂. Дверь закрыта, вентилятор дует классно.

В общем, он не смог найти золотую середину, но вентилятор топ.

Спасибо большое за замечательный вентилятор! Он хоть и маленький, но чудесный)❤️",5,2
3436,223413339,"Классный вентилятор! Прикрепила над столом, жду когда потеплеет)",5,2
3437,223413339,"Вентилятор хороший, есть разная мощность, при этом не очень шумный",5,2
3438,223413339,"Вентилятор купила на работу, хорошо спасает в жару.",5,2
3439,223412892,"Вентилятор компактный легкий в использовании, в машине с ребенком в жару самое то!",5,2
3440,223413339,Не советую,1,0
3441,223412892,"Зарядку держит долго, добротно сделан!",5,2
3442,223413339,Лучшая покупка для жаркого лета 😍 Мое спасение!,5,2
3443,223412892,"Мощность хорошая, несколько режимов, в комплекте usb зарядка.",5,2
3444,223412892,Покупкой довольна. Очень хороший вентилятор.,5,2
3445,223413339,"Очень удобный, компактный, работает отлично.",5,2
3446,223413339,"Маленький, но очень мощный. На первом режиме пришлось ставит на другой край стола, чтобы не продуло. Отличный вентилятор, не ожидала, что в нем столько мощности. Батарейка в комплекте не идёт, работает и от usb напрямую из системника и если подключить голову от розетки, от батарейки тоже работает.  За такие деньги - это топчик.",5,2
3447,223413339,"Коробка пришла измятая, и боковой вкладышь от крепежей слетел и попал в сам вентилятор, но я его достал поэтому оценку не снижаю. А так рабочий портативный вентилятор, хочешь от кабеля питай хочешь от вставного акума, что ещё тут скажешь",5,1
3448,223413339,"Вентилятор хороший,все рабочее✅Два дня была жара,работал без остановки.Со своей  задачей справляется,есть 3 варианта скоростей. Очень удобно используется с прищепкой,прикрепила на стол и точно не упадает.Рекомендую к покупке.",5,2
3449,223413339,В офисе жара и это мое спасение,5,2
3450,223413339,"Это лучшее вложение! Своих денег стоит однозначно. 
Единственный минус, что может быть это подключение через micro USB, хотелось бы type-C он все таки понадежнее, но грех жаловаться, главное, что с ним намного легче",5,2
3451,223413339,Спасибо большое. Все отлично.,5,2
3452,223412892,"Отличный вентилятор ,все работает исправно",5,2
3453,223413339,"Очень хороши вентилятор! Поставила близко к себе и мне хвватает самого слабого режима. Удобно прикрепила к полке шкафа! Можно крутить вентилятор подстраивая под себя, очень ужобно,советую!",5,2
3454,223412892,"Отличный вентилятор ,очень круто выглядит",5,2
3455,223412892,"Заказала, чтобы охлаждал, пока я дома за компом работаю. Мне понравилось, как раз то что искала. Шума нет, ветерка достаточно, чтобы освежить лицо и голову во время работы.",5,2
3456,223413339,Очень хорошая вещь!!!!,5,2
3457,223413339,"Упакован был хорошо.   Все работает, ничего не повреждено. Использую вентилятор на работе.  На рабочем столе креплю за край стола и отлично, то что надо.",5,2
3458,223413339,"Отличная вещь, такой мощности не ожидала и это только на 1, на работе не заменим. Рекомендую очень даже. Один минус кабель короткий, но это не критично.",5,2
3459,223412892,"Решила сэкономить, в результате отказ. упаковка ужасная, лопасть отвалилась.",1,0
3460,223412892,"Очень понравился, заказал второй, на первой скорости не слышно как работает 1,5 м.2-3 звук более сильный, но по сравнению с классикой ниже. Рекомендую.",5,2
3461,223413339,"Спасение в жару, сначала переключались все режимы, потом только первая, но хватает её, больше не надо, не стала возвращать по браку, оставила.",5,2
3462,223413339,"Вентилятор отличный,  со своей задачей справляется на все 100. Есть три режима скоростей, и очень удобно что он на прищепке прицепить можно где угодно",5,2
3463,223413339,"Всё пришло целое, за это отдельное спасибо! Всё работает! Но оооочень короткий кабель. Надо покупать новый-длиннее!!! И ещё-не понятно, какую батарейку вставлять? Стандартные-не подходят…",5,2
3464,223413339,"У меня с первого включения сломался разъём, где подсоединяется к вентилятору провод. Такое ощущение что сам разъем меньше чем штекер на проводе. А потом и вовсе выльтел разъём. Хорошо, что у меня папа в этом понимает и починил вентилятор. А назад не сдали, потому что жалко:
1) он классно дует, даже первой скорости достаточно.
2) можно прицепить куда захочешь.
Но вот есть один большой  минус, это то что провод НУ ОЧЕНЬ короткий.",3,1
3465,223413339,"вставила шнур в вентилятор и в блок. Подключила к розетке, но вентилятор. Нажимаю на кнопку включения, но вентилятор не работает. Брак.Не покупайте. буду писатьзаявку на возврат. В пункте выдачи нет блока и поэтому не смогла его там сразу проверить.",1,0
3466,223413339,"Купила два вентилятора в офис. Компактные , но мощные 👍шнур короткий , подключаю через ноутбук, а так всё ок",5,2
3467,223413339,"От USB вентилятор работает отлично. Но провод маленький, прибор можно использовать только непосредственно рядом с зарядкой. Нигде не написано, какая батарейка подходит. Т.к. она не обычная, которые мы привыкли использовать чаще всего, не мешало бы класть в комплекте одну батарейку, подходящую для данного прибора.",3,2
3468,223412892,Хорошая и стильная штука. Правда хотелось бы чтобы слегка сильнее дул на максималке. А так в целом класс.,5,2
3469,223412892,"Хорошая производительность, аккумы держат хорошо. Не понравилось что угод поворота 90° всего. А так хорошая вещь в жару помогает.",5,2
3470,223413339,"Отличный, тихий. Брала на работу на маленький ларечек. Пробовала дома в комнате 17кв метров, направляла на себя и охлаждение было хорошее",5,2
3471,223413339,"Сам вентилятор хороший, но имейте ввиду, он без аккумулятора, то есть без батарейки, а ему не каждая подойдет.",5,2
3472,223413339,"Всё отлично. Со своей функцией справляется на ""ура"". Шнур  USB  короткий, но зарядка от телефона выручила и вентилятор работает от сети...",5,2
3473,223413339,"Ну такой лапуська маленький, и крутится хорошо, и работает шикарно. Прям настроение поднял",5,2
3474,223413339,"Покупали в машину))))
Дует хорошо, единственный минус- очень которкий шнур, но и это не проблема)))) 
Спасибо!",5,2
3475,223413339,"Компактный, хорошо обдувает, работает от usb. Для офиса отличный вариант на рабочий стол.",5,2
3476,223413339,"Классный вентилятор, мой стол 50 см в длину и додувает без проблем, для своего размера довольно мощный, все режимы работают.🫸🔵🔴🫷🫴=🟣",5,2
3477,223413339,"Отличная штуковина! Рекомендую. Жаль, что идет с коротким проводом и нет вилки для розетки.",5,2
3478,223413339,"Мощность слабая, от розетки не работает, шнур короткий, так при этом микро USB, качество ужасное, в руках чуть ли не ломается, если не расчитать силу, просто конец, на ветер деньги в прямом смысле",1,0
3479,223413339,"думала что будет побольше, но пришёл маленький.
очень хорошо охлаждает, 3 режима
3 самый сильный, но идеально подходит 1",5,2
3481,223412892,"Не знаю на сколько его хватит,но пока работает отлично,безшумный,компактный,все режимы переключаются",5,2
3482,223412892,Супер вентилятор. Бесшумный и в то же время обдувает достаточно хорошо. Поставила рядом с собой и балдею),5,2
3483,223413339,Думала что за игрушку купила.  ***  просто класс. Дует замечательно. 2 режима.Спасибо.,5,2
3484,223413339,Отличный вентилятор. Спасибо за быструю отправку. Пришел раньше срока. Продавца рекомендую.,5,2
3485,223413339,Маленький да удаленький. Работает все . Муж доволен как слон. Всем спасибо,5,2
3486,223413339,"Вентилятор пришёл быстро, хорошо упаковано, пока работает хорошо, но минус, очень короткий шнур, это не совсем удобно пользоваться, поэтому четыре звезды",4,2
3487,223413339,"Вентилятор отличный! Вроде и малыш,а мощный! Мне достаточно первой скорости!)",5,2
3488,223413339,"Товар неплохой, однако слабоват и шумный,  но продавец отказывает в возврате, хотя 14 дней не прошло, считаю это не клиентоориентированность и пожтому ставлю низкую оценку",2,0
3489,223412892,"Бесшумный, 3 редима, без провода хватило на 6 часов работы. Беру второй",5,2
3490,223413339,"Очень хороший вентилятор, бесшумный, освежает комнату в жару отлично!",5,2
3491,223413339,"Очень нравится😍 довольно мощный , даже на самом слабом режиме😍 жалко шнур не тайпси и короткий",5,2
3492,223413339,"Отличный вентилятор, все 3 скорости работают. Просто спасение в такую жару!",5,2
3493,223413339,"Постоянно выключался, не включался по часу, через 2 дня так вообще провалился разъем для usb, просто деньги выкинутые на ветер, да еще и в такую жару",1,0
3494,223413339,"Офигенный, вроде небольшой, а дует лучше чем мой большой, я в восторге 😍",5,2
3495,223413339,Дует классно. Дошло всё хорошо. Спасибо продавцу и производителю. 👍👌,5,2
3496,223413339,"Делайте уже фото рядлм с человеком. Размер - как веер наверное. Оч маленький.  У меня чайник  на 1 л - больше. Разьем провода не входит в разьем на аппарате 
Возврат .",2,0
3497,223413339,"через два дня провалилось внутрь гнездо для зарядки. а через неделю совсем перестал работать и от аккумуляторов.
не советую к покупке",1,0
3498,223412892,Тарахтелка ужас просто. Как раз таки вызывает головные боли из за шума. Зарядку на 1 скорости держит максимум часа 2.  Не советую!,1,0
3499,223413339,"Маленький, тихий, для индивидуального использования- отличный.",5,2
3500,223413339,"Всё хорошо но печально что нет аккумулятора, уважаемый продавец вы хотя бы аккамуляторы к ним продаёте где его купить то, если без него продаёте",3,1
3501,223413339,"На второй день отвалился вход для зарядки, притом с корнем отвалился, его даже не припаять обратно. 1 вечер всего использовал.",1,0
3502,223413339,Вентилятор отличного качества. Есть несколько режимов. Почти бесшумный.,5,2
3503,223413339,"Маленький,но такой удаленький.Прекрасно работает,я очень довольна",5,2
3504,223413339,"Классный вентилятор, спасает в жару) Спасибо за отличный товар)",5,2
3505,223413339,Конечно ожидал большее но и так пойдёт только батарейка не в тему а так нормально,5,2
3506,223413339,"Не работает 3 режим работы, а так же через некоторое время перестает работать на несколько часов. Считаю что это брак.",3,0
3507,223413339,Товарищи  супер. Но для жаркой погоды в лунном помощении не очень,5,2
3508,223412892,"Проработал недолго,покупала 5го числа, 11го уже сломался. Я очень разочарована в своей покупкой, деньги на ветер!",1,0
3509,223413339,"Работает, все хорошо, удобный, в ладошке помещается. ☺️",5,2
3510,223413339,"хороший настольный вентилятор. Брала на работу. Работает отлично, но короткий шнур.",5,2
3512,223413339,"Мое спасение, работает хорошо. Надеюсь прослужит долго",5,2
3513,223413339,"Вентилятор перестал включаться на 4 день использования. 
Хотелось бы вернуть деньги за некачественный товар",1,0
3514,223412892,"Классный, маленький, безшумный, хорошо охлаждает. Покупкой довольна.",5,2
3515,223413339,"Я в шоке! Вентилятор хороший, но разъем сломался на 3 день. Просто проволился в нутрь вентилятора. Прийдется пользлваться только батарейками.",2,1
3516,223413339,Все целое))) и все работает. Огромное спасибо!,5,2
3517,223413339,"В комплекте шнур очень кроткий. Брала на работу к стационарному комп-ру, даже до пола не хватит",1,0
3518,223413339,"Работает, обдувая охлаждает на ура, мал да удал. Рекомендую",5,2
3519,223413339,"Просто отлично. Взял и не прогадал. Для офиса то, что нужно!",5,2
3520,223412892,"Хороший, рекомендую 
Работает с проводом и без. Дует хорошо",5,2
3521,223413339,Товар отличный 👍 рекомендую спасибо большое,5,2
3522,223413339,"К вентилятору нет вопросов,три режима,комфортно дует,а вот кабель очень смешного размера,купила длиннее.",4,2
3523,223413339,"Маленький, но освежает хорошо. Рекомендую",5,2
3524,223413339,Маленький а со своей функции справляется,5,2
3525,223413339,Норм вентилятор. Со своей функцией справляется.,5,2
3526,223413339,"Вентилятор не плохой, дует хорошо. Всё дело в разъеме. Еле как вставила , но на следующий день он у нас провалился. Буду менять.",3,0
3527,223413339,"Хороший, рабочий, компактный, я очень довольна. Спасибо!",5,2
3528,223413339,"Отличный вентилятор 👍 купила себе на работу, очень довольна.",5,2
3529,223413339,"Снимаю звезду, пришел немного треснутый. А так всё работает, действительно бесшумный",4,2
3531,223413339,"Маленьки, но удаленький! Рекомендую!",5,2
3532,223413339,Хорошо выполняет свою функцию даже на первой скорости,5,2
3533,223413339,Муня очень порадовал данный дивайс,5,2
3534,223413339,Всё хорошо. Работает. Сын доволен.,5,2
3535,223413339,Силен!!! Стоит на столе- сдувает,5,2
3536,223413339,"Доставка шла на день дольше, кроме того, сам вентилятор, к сожалению, брак!",1,0
3537,223413339,"Маленький, компактный, дует хорошо",5,2
3538,223413339,"Маленький да удаленький, на работе спасает",5,2
3539,223413339,"компактный вентилятор. из минусов - как будто штука, в которую вставляется провод не особо надежная, либо мне попался брак, потому что провод не до конца ""заходит"" в сам вентилятор, но все работает. провод юсб очень маленький, особенно если включать его через компьютер, но я взяла свой провод. самая лучшая покупка для офиса, спасает жизнь буквально)))",5,2
3540,223413339,На мой слух очень безшумный и обдувает хорошо,5,2
3541,223413339,Нифига не бесшумное плохо дует кабель еще в придачу за эту цену маленький,1,0
3542,223413339,"Маленький, но мощьный. Хороший вентилятор.",5,2
3543,223413339,"хорошо дует, спасение дома)
и правда тихий",5,2
3544,223413339,"Всё работает, спасибо, рекомендую",5,2
3545,223413339,"Из минусов, цена, дорого конечно, но ничего делевле и качественне цена/качество на рынке нет. Есть минус что сетка загреплена не очень хорошо и легко ее случайно открыть. А так зороший вентелятор, работает от провода или от акб 16500. Дует далеко и сильно, точно. Одного заряда зватает на несколько дней ( часов на 15 минимум)",5,1
3546,223413339,"Поработал один день, потом перестал включаться, а так обдувал хорошо",3,0
3547,223413339,Всё замечательно!!! Спасибо!!!,5,2
3548,223413339,"Вентилятор хороший, работает супер.",5,2
3549,223413339,Вентилятор ОГОНЬ!!! Продавца рекомендую.,5,2
3550,223413339,"Не красивый, не соответствует картинке, и небыло крышки. Отказ.",1,0
3552,223413339,Маленькая да удаленькая 😁👍🏻,5,2
3553,223413339,"Достаточно хорошо обдувает, но почему то в комплекте не было батареи..",4,1
3554,223413339,"Не смогла проверить на пункте выдачи, может был не заряжен. Очень короткий провод. Отказ",4,0
3555,223413339,когда будет вазвират деньги,5,0
3556,223413339,Хороший товар соответствует 👍,5,2
3557,223413339,"гнездо для шнура сломалось за 4 дня, обдув слабый, провод короткий",1,0
3558,223413339,"Обалденный малыш!! Мощный, хоть и маленький. Кому нужен прям ветер-ветер во всю комнату, то конечно не подойдет. Но, если просто ветерок , бриз , то вполне, на комнату даже хватает его. 
У меня работает на полной мощности и я чувствую ветерок по комнате, не сидя около него, а на приличном расстоянии.",5,2
3559,223413339,"Мощный,пока работает хорошо,но сначало думала откажусь,такой вид был не надежны и маленький,но приятно удивил,ребенок доволен,играет за компом и в жару само то,мимо прохожу и поток воздуха прохладного чувствуется хорошо,даже прошу включать его на небольшую скорость.",5,2
3560,223413339,"Работаю в плохопроветриваемом помещении, духота стоит страшная, купил вентилятор, закрепил на полке над рабочим местом — жить стало куда как проще и прохладнее.

Купил акб 18650 на 3.7 вольта и 3000mah, на ночь вешаю над кроватью, тоже спасает и не мешает спать.",5,2
3561,223413339,Очень маленький. Поработал  один день и уже не работает,2,2
3562,223413339,Отлично работает. Очень удобно в жару,5,2
3563,223413339,"Маленький, но удаленький!",5,2
3564,223413339,"Отказ на пункте выдачи, нет акомулятора, спасибо...",2,0
3566,223413339,Малыш но супер🙏💕 спасибо прадовцу👍🌹,5,2
3567,223413339,Всё хорошо спасибочки,5,2
3568,223413339,Ох как он меня спасает)),5,2
3569,223413339,"Вентилятор классный, отличное спасение в жаркую погоду - брала для работы",4,2
3570,223413339,"Проверила на пункте, заедает, слишком маленький, отказ",4,0
3571,223413339,Вентилятор очень хлопки. За месяц  сломался.,1,0
3572,223413339,"стоимость завышенная, как и ожидания от него, увы",4,0
3573,223413339,Супер! Мал да удал!,5,2
3574,223413339,Всё хорошо. Работает отлично,5,2
3575,223413339,Работает как заявлено,5,2
3576,223413339,Хлипкий разъем для провода и провод не type-c поэтому возврат,3,0
3577,223413339,Не советую!!!  Не качественный товар. Зря тротил деньги,1,0
3578,223413339,"Сам по себе вентилятор классный !!👍жаль только сама не внимательно прочитала , кабель 0,31 очень короткий , но я взяла старую зарядку от самсунга и подключила , все отлично👍",5,2
3579,223413339,Ошиблась с размером,5,1
3580,223413339,"Просто не включался на 3 день 😂🤦‍♂️
Не покупайте",1,0
3581,223413339,"Этот малыш обдувает как полноценный вентилятор, моё спасение при готовки пищи,да и ночью комфортно спать.Три скорости, всё работает отлично.  К покупке рекомендую.WB спасибо за доставку.",5,2
3582,223412892,"Отличный, тихий. Спасибо.",5,2
3583,223413339,"Получила портативный вентилятор без Это очень удобная вещь,пользуюсь,прикрепив к компьютерудует не сбоку,а прямо в лицо,есть три скорости работы.Можно пользоваться в любом месте.Очень довольна приообретением.Рекомендую",5,2
3584,223413339,"Прекрасный вентилятор, приобретался себе на работу в летний сезон. Но пока прихватизировал сынок, как игрушка тоже хорош. Режимы легко переключаются, вставили в него аккумулятор от фонарика, теперь работает не от сети.",5,2
3585,223413339,Сломался за неделю. Отвалился вход,1,0
3586,223413339,рекомендую  👍👍👍,5,2
3587,223413339,"Дует хорошо, но маленький",5,2
3588,223413339,"Очень классный, только плохо то что зарядник ооочень маленький, а так всё отлично спасибо большое продавцу рекомендую продавца доставка очень быстрая, заказала вчера утром и получила вчера вечером",5,2
3589,223413339,Вентилятор сломался через 3 дня!!!,1,0
3590,223413339,"К сожалению пришел бракованный, отказ",1,0
3591,223413339,👍Больше сказать нечего!,5,2
3592,223413339,"Отличный вентилятор. Маленький, лопасти изолированы, работает тихо. Ставишь нормальную батарейку и вперед. Удобно зацепить, выставить нужный угол, направление, выбрать скорость.",5,2
3593,223413339,Хороший товар.,5,2
3594,223413339,"вентилятор крутой, правда он не выключается автоматически через пару часов, благодаря этому я смело засыпала с включенным на все ночь, у меня восполился лимфоузел, герпис на губе, и больное плечо, благодаря которому я не могу нормально работать, всем спасибо, моих ошибок не повторяем, а вентилятор крутой, раз плечо застудила, значит дует хорошо😇😇",4,2
3595,223413339,"Отличный вентилятор! Работает почти бесшумно, три режима скорости, хорошо обдувает, заряжается от usb, шнур в комплекте. На прищепке, держится очень крепко. Рекомендую!",5,2
3596,223413339,Просто бомба!,5,2
3597,223413339,"Вeнтилятор малыш, но мощный! Детям в жару за письменный стол, чтобы уроки комфортнее делать былo
Аккумулятор можно докупить. С ним гораздо удобнее - не быть привязанным к сети . Все-таки провод коротковат",5,2
3598,223413339,"Хороший мини-вентилятор на прищепке. Можно прикрепить в любое удобное место дома, в машину или взять с собой в поездку. Работает без проводов. Зарядка в комплекте",5,2
3599,223413339,Все работает. 👍,5,2
3600,223413339,"Не работает ,от слова совсем",1,0
3601,223413339,"Супер вентилятор. Маленький, но очень хорошо дует. На первой скорости очень даже клёво. Купила для работы, в кабинете невозможная духота. Спасибо.",5,2
3602,223413339,через неделю сломался 3 режим,3,0
3603,223413339,Малыш суперский 👍,5,2
3604,223413339,"Классная вещица. Работает бесшумно. Крепится очень удобно, на любое мосто стола или монитора. К покупке однозначно рекомендую.",5,2
3605,223413339,"Хороший вентилятор, пришел быстро, хорошо упакован. Возьмем с собой в путешетсвие на машине. Работает отлично, в машине подсоединяется проводом.",5,2
3606,223413339,"Спаситель этого лета, пришел целый, за 1 день. Если что нужно будет купить 1 батарейку что б портативной работал ) 
Сам вентилятор сильный обдувает хорошо",5,2
3607,223413339,"Я думала будет больше, отказ",3,0
3608,223413339,Всё отлично,5,2
3609,223413339,"Очень маленький, слабо дует",3,0
3610,223412892,"Топ, работает хорошо, как 2 дня пользуюсь им, работает по 8 часов, голова не болит от него, не продувает, без шумный!",5,2
3611,223413339,Хороший! Но шнур оооочень короткий,4,2
3612,223413339,"Вентилятор отличный за свои деньги. Миниатюрный, из-за чего удобно переносить. Мощность тоже хорошая. Висит у меня прямо над рабочим столом и спасает от жары. Рекомендую",5,2
3613,223413339,"Пришёл в целости,работает, всё как в описании,мощный, спасибо большое продавцу, всё как в описании",5,2
3614,223413339,"Пришел сломанный, на пункте выдачи, как только открыла коробку, сразу показала дефект. Очень расстроили новые работники, не хотели принимать возврат, так ещё и грубили. Мой вариант вентилятора был сломан по корпусу, так и провод не подходил ни под один блок.",1,0
3615,223413339,"Тихий, есть три режима скорости,дует хорошо, думаю в жару будет отлично.  Компактный размер позволяет удобно расположить его на рабочем столе. Очень довольна покупкой",5,2
